date-1,time-1,open-1,high-1,low-1,close-1,volume-1,percent-change-1,time-2,open-2,high-2,low-2,close-2,volume-2,percent-change-2,time-3,open-3,high-3,low-3,close-3,volume-3,percent-change-3
10/27/2021,9:00,4569,4570,4569,4570,396,1.25,10:00,4575.25,4576.75,4572.75,4573.5,5265,-0.03,11:00,4562.25,4565,4561,4563.75,3472,0.03
