date-1,time-1,open-1,high-1,low-1,close-1,volume-1,time-2,open-2,high-2,low-2,close-2,volume-2,time-3,open-3,high-3,low-3,close-3,volume-3,time-4,open-4,high-4,low-4,close-4,volume-4,time-5,open-5,high-5,low-5,close-5,volume-5,time-6,open-6,high-6,low-6,close-6,volume-6,time-7,open-7,high-7,low-7,close-7,volume-7,time-8,open-8,high-8,low-8,close-8,volume-8,time-9,open-9,high-9,low-9,close-9,volume-9,time-10,open-10,high-10,low-10,close-10,volume-10,time-11,open-11,high-11,low-11,close-11,volume-11,time-12,open-12,high-12,low-12,close-12,volume-12,time-13,open-13,high-13,low-13,close-13,volume-13
12/23/2021,9:00,4693.5,4698,4693.25,4697.25,2905,9:15,4697.25,4700.5,4697.25,4697.75,3889,9:30,4698,4698.75,4696.25,4696.25,3587,9:45,4696.25,4716.25,4695.5,4711.5,64611,10:00,4711.5,4713.5,4706.5,4711,44592,10:15,4711,4717.75,4709.25,4716.25,35366,10:30,4716.5,4717.75,4713.5,4715.75,24983,10:45,4716,4718.5,4712.5,4715.25,20491,11:00,4715,4720.75,4714.75,4720.5,17593,11:15,4720.5,4724.25,4718.75,4722,20371,11:30,4722.25,4724,4717.5,4718.75,15161,11:45,4719,4721.5,4718.75,4720.75,8621,12:00,4720.75,4723,4720.5,4722.5,8979
