date-1,time-1,open-1,high-1,low-1,close-1,volume-1,percent-change-1,time-2,open-2,high-2,low-2,close-2,volume-2,percent-change-2,time-3,open-3,high-3,low-3,close-3,volume-3,percent-change-3
10/28/2021,9:00,4558.75,4559,4557.5,4557.75,735,-0.02,10:00,4572.25,4573.5,4570.25,4572,3282,-0.01,11:00,4579.75,4580.75,4579,4579.75,2256,0.01
