date-1,time-1,open-1,high-1,low-1,close-1,volume-1,time-2,open-2,high-2,low-2,close-2,volume-2,time-3,open-3,high-3,low-3,close-3,volume-3,time-4,open-4,high-4,low-4,close-4,volume-4,time-5,open-5,high-5,low-5,close-5,volume-5
10/28/2021,9:00,4557.25,4558.75,4557,4558.5,649,9:30,4559.5,4560,4559,4559.5,827,10:00,4573,4574.5,4572.25,4572.25,1488,10:30,4575.5,4576.25,4575,4575.5,1764,11:00,4579.75,4580,4579.25,4579.5,907
