date-1,time-1,open-1,high-1,low-1,close-1,volume-1,time-2,open-2,high-2,low-2,close-2,volume-2,time-3,open-3,high-3,low-3,close-3,volume-3,time-4,open-4,high-4,low-4,close-4,volume-4,time-5,open-5,high-5,low-5,close-5,volume-5,time-6,open-6,high-6,low-6,close-6,volume-6,time-7,open-7,high-7,low-7,close-7,volume-7,time-8,open-8,high-8,low-8,close-8,volume-8,time-9,open-9,high-9,low-9,close-9,volume-9,time-10,open-10,high-10,low-10,close-10,volume-10,time-11,open-11,high-11,low-11,close-11,volume-11,time-12,open-12,high-12,low-12,close-12,volume-12
1/4/2022,9:00,0.5,1.0,-0.25,0.75,983,9:15,0.25,-1.0,0.75,-2.0,548,9:30,-1.75,4.75,-1.75,4.25,54664,9:45,4.25,-1.0,1.5,-0.25,-24564,10:00,-1.0,-0.25,-2.5,-4.75,7015,10:15,-4.0,-2.5,-2.25,4.0,-903,10:30,4.0,1.75,-4.5,-11.75,4321,10:45,-11.5,-10.5,-7.5,-7.75,-1720,11:00,-8,-10.25,-10.0,-4.75,9269,11:15,-4.75,-4.75,-0.75,-2.0,-20691,11:30,-2.0,3.75,4,6.0,-4841,11:45,6.0,4.0,5.5,-0.75,-3502
