date-1,time-1,open-1,high-1,low-1,close-1,volume-1,time-2,open-2,high-2,low-2,close-2,volume-2,time-3,open-3,high-3,low-3,close-3,volume-3,time-4,open-4,high-4,low-4,close-4,volume-4,time-5,open-5,high-5,low-5,close-5,volume-5,time-6,open-6,high-6,low-6,close-6,volume-6,time-7,open-7,high-7,low-7,close-7,volume-7,time-8,open-8,high-8,low-8,close-8,volume-8,time-9,open-9,high-9,low-9,close-9,volume-9,time-10,open-10,high-10,low-10,close-10,volume-10,time-11,open-11,high-11,low-11,close-11,volume-11,time-12,open-12,high-12,low-12,close-12,volume-12
12/13/2021,9:00,4720,4721.25,4717.5,4717.5,1018,9:15,4717.75,4718,4714.5,4715,1998,9:30,4715,4715.75,4705.75,4706,3389,9:45,4706,4709,4694.25,4699.75,14411,10:00,4699.75,4700.5,4687.75,4691,11502,10:15,4690.75,4697,4686.25,4695,8089,10:30,4695.25,4697.25,4677.25,4681.75,8702,10:45,4681.25,4685.75,4676.25,4679.5,6020,11:00,4679.75,4688.25,4678.5,4681.5,5209,11:15,4681.25,4683.5,4674,4676,6315,11:30,4676.25,4679,4671.25,4673.75,5239,11:45,4673.75,4679,4671.5,4676.5,5657,12:00,4676.5,4678,4671,4676.75,3979
12/10/2021,9:00,4703.25,4704,4699.25,4701.25,4421,9:15,4701.25,4703,4698,4700,3217,9:30,4700,4700.5,4695.5,4695.75,2929,9:45,4696.25,4704.75,4693.5,4696,22416,10:00,4696.25,4698.5,4685.25,4688,18102,10:15,4687.5,4694.75,4686.25,4690,12899,10:30,4690,4699.25,4687.75,4698,10679,10:45,4698,4700,4681,4683.75,14046,11:00,4683.25,4684.75,4677.25,4683.75,11120,11:15,4683.75,4685,4668.75,4674.75,15701,11:30,4674,4684.25,4672.25,4683.75,9154,11:45,4683.75,4689,4679.25,4688.75,7555,12:00,4688.75,4693.25,4687.75,4691,7865
12/9/2021,9:00,4683,4684.5,4681.5,4682.75,3043,9:15,4682.75,4686.25,4682.75,4685.25,2943,9:30,4685.25,4687.25,4683.75,4684.5,5063,9:45,4684.5,4694,4682.5,4690.5,49158,10:00,4690.5,4693.25,4681.5,4686,48097,10:15,4686,4691.5,4683,4686.75,37379,10:30,4687,4690.5,4678.25,4678.75,33688,10:45,4678.75,4682.25,4674,4681.5,40097,11:00,4681.5,4686.5,4681,4685.75,24120,11:15,4685.5,4686.75,4681.5,4682.5,22770,11:30,4682.5,4690,4679,4689.25,24647,11:45,4686.25,4692,4685.75,4686.75,17394,12:00,4686.5,4686.75,4680.75,4683,16145
12/8/2021,9:00,4692.75,4693.5,4690.5,4692.25,2514,9:15,4692.25,4693,4688.25,4688.75,4494,9:30,4689,4691.25,4688.25,4690.25,5463,9:45,4690.5,4693.25,4678.75,4687.5,59664,10:00,4687.5,4696.5,4683.5,4685,61293,10:15,4685,4691,4681.75,4684.75,55108,10:30,4684.75,4691.5,4677.25,4678,41581,10:45,4678,4686.5,4677.75,4680.25,42010,11:00,4680.25,4682,4673,4674.25,38746,11:15,4674.25,4680.5,4671.75,4679.5,24756,11:30,4680,4682.75,4676.5,4682.75,15329,11:45,4682.75,4684.75,4678,4680.5,20566,12:00,4680.75,4686.5,4680.25,4684.75,17409
12/7/2021,9:00,4651.5,4652.25,4646.75,4647,3813,9:15,4647,4648.75,4644.75,4645.5,4956,9:30,4645.5,4648.75,4642.5,4647.5,8980,9:45,4647.75,4663,4647.25,4663,75176,10:00,4663.25,4676.25,4662.25,4676,59062,10:15,4676.25,4683.5,4673.25,4683.5,52580,10:30,4683.5,4685,4678.5,4679,36617,10:45,4679,4687.75,4679,4687.25,28720,11:00,4687,4691.5,4685.25,4688.5,24612,11:15,4688.5,4692.5,4685.25,4685.5,25329,11:30,4685.75,4688.25,4684.25,4686.75,19378,11:45,4687,4690,4684,4687.5,20141,12:00,4687.5,4688,4684.5,4685,13603
12/6/2021,9:00,4554.75,4559.25,4552.25,4559,4916,9:15,4558.75,4563,4554.5,4561.75,6530,9:30,4562,4565.25,4561,4564.75,8566,9:45,4564.75,4570.75,4539.25,4562.75,120077,10:00,4562.75,4567.25,4552.25,4565.75,105433,10:15,4565.75,4582,4551.25,4580.5,104947,10:30,4580.75,4586.5,4578.5,4584.5,65178,10:45,4584.75,4587.5,4572.5,4573.5,61384,11:00,4573.5,4587.5,4571.75,4586.75,52183,11:15,4586.5,4588.5,4571.75,4572,48608,11:30,4571.75,4581.75,4568.75,4578.5,45213,11:45,4578.5,4586.25,4572.75,4585.75,37524,12:00,4585.75,4586,4573.5,4577.25,30686
12/3/2021,9:00,4593,4599.75,4589,4596,12179,9:15,4596,4597.5,4591,4595,9923,9:30,4595,4607,4576.5,4579.75,85237,9:45,4580,4586.25,4554.25,4557.25,72368,10:00,4557.25,4565,4538.75,4542.75,78508,10:15,4543,4562.75,4542.75,4559.25,65769,10:30,4559,4559.5,4526.5,4527,72389,10:45,4526.75,4533.75,4519.5,4523,70564,11:00,4523,4531.5,4514.25,4525.75,62366,11:15,4525.5,4537,4514,4534.5,54202,11:30,4534.5,4539.25,4516.75,4518.5,51767,11:45,4518.25,4526.25,4507,4508.25,51634,12:00,4508,4515.5,4504,4511.75,41542
12/2/2021,9:00,4517,4521.75,4505.5,4512,21298,9:15,4512,4514.5,4507.75,4510.25,16141,9:30,4510.25,4546.25,4506,4542.75,83963,9:45,4542.75,4562.5,4537.75,4562,86889,10:00,4561.75,4567.75,4543.75,4549,90974,10:15,4549.25,4556.75,4539.25,4553,74014,10:30,4553.25,4558.75,4525,4525.25,71914,10:45,4525.5,4553.25,4522.75,4552.5,59248,11:00,4552.5,4564.5,4545.25,4560,51502,11:15,4559.75,4572,4559.5,4566.5,48679,11:30,4566.5,4569.25,4546.75,4554.25,58584,11:45,4554.25,4574,4549.75,4570.25,42602,12:00,4570.25,4582,4566.25,4582,44298
12/1/2021,9:00,4621.75,4625,4621.25,4622.5,4474,9:15,4622.25,4624.5,4618.75,4620.5,5894,9:30,4620.25,4622.75,4606.25,4614.75,55363,9:45,4614.75,4620.5,4610.5,4618.5,41964,10:00,4618.5,4633.75,4618.5,4630,49379,10:15,4630,4635.5,4626.25,4626.5,40633,10:30,4626.75,4632.75,4616.25,4628,46172,10:45,4628,4639.5,4627.5,4638.5,36866,11:00,4638.5,4647.5,4635.5,4646.75,32008,11:15,4647,4650.75,4644.75,4646.5,23716,11:30,4646.5,4649.25,4641.5,4642.25,29606,11:45,4642.5,4643.25,4626.25,4630.75,44009,12:00,4630.75,4637.75,4628,4637,30646
11/30/2021,9:00,4625.25,4627.5,4618.5,4622,12589,9:15,4622,4628.5,4619.25,4623.75,9739,9:30,4623.75,4632.25,4614.25,4624,75838,9:45,4624,4634,4615,4628,59062,10:00,4628,4643,4625.75,4634,63372,10:15,4633.75,4638.5,4625.25,4632,49440,10:30,4632,4644.25,4623,4628.25,81270,10:45,4628.5,4629.25,4583.5,4583.75,107581,11:00,4584,4597.75,4574.75,4596.75,96253,11:15,4596.75,4602.75,4585.75,4590,60354,11:30,4590,4595.25,4575,4577.5,60097,11:45,4577.5,4579.75,4565.75,4576.5,67066,12:00,4576.5,4576.5,4561.75,4567.5,54818
