date-1,time-1,open-1,high-1,low-1,close-1,volume-,time-2,open-2,high-2,low-2,close-2,volume-,time-3,open-3,high-3,low-3,close-3,volume-,time-4,open-4,high-4,low-4,close-4,volume-,time-5,open-5,high-5,low-5,close-5,volume-
11/10/2021,9:00,4662.5,4663.75,4662.25,4663.5,751,9:30,4660.5,4664.5,4669.25,4663.25,7856,10:00,4675.5,4677.5,4675,4676.5,4940,10:30,4674,4675,4673.5,4674.75,2061,11:00,4672.25,4675,4672.25,4674.25,2018
